Number,Short description,Assignment group,Issue Tag,Codes,TICKET_PROBLEM_TKTNOTE_ORIG,traincolumn
INC0004038106,job erp-c-hts-hr-movi_timesheet_v2_time_event failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-HR-MOVI_TIMESHEET_V2_TIME_EVENT FAILURE Code 5 , job erp c hts hr movi timesheet v2 time event failure code nembor
INC0004036231,sap : sps : sap brp application : web channel,SAP App CRM Run  (NTT Data),Order/Doc Stuck Failure,17,SAP : SPS : SAP BRP Application : Web Channel, sap sps sap brp application web channel
INC0004039801,hbt/brp900/prod/ apply sap ap processer role h400011,SAP Security (TCS),,42,HBT/BRP900/PROD/ apply SAP AP processer role for H400011, hbt brp 00 prod apply sap ap processer role h400011
INC0004040040,302125- master data difference-inter co,SAP App FICO Run (NTT Data),,21,302125- Master Data difference-Inter co, 302125 master data difference inter co
INC0004038222,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004036103,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004036760,sap : sps : sps emea legacy sap application (sperian) : sap finance,SAP App FICO Run (NTT Data),Invoice Issues,21,SAP : SPS : SPS EMEA Legacy SAP Application (SPERIAN) : SAP FINANCE, sap sps sps emea legacy sap application sperian sap finance
INC0004038677,"supply chain , medium,aero,h328944",SAP App Logistics Run (NTT Data),,26,"SUPPLY CHAIN , MEDIUM,AERO,H328944", supply chain medium aero h328 44
INC0004038260,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004035682,job bwp-c-cpsbina043801 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBINA043801 FAILURE Code 1 , job bwp c cpsbina043801 failure code nembor
INC0004041119,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036318,job erp-c-hcc-bas-sap-sld-data-collect failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SLD-DATA-COLLECT FAILURE Code 5 , job erp c hcc bas sap sld data collect failure code nembor
INC0004040780,job bwp-c-cpsbina048511 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBINA048511 FAILURE Code 1 , job bwp c cpsbina048511 failure code nembor
INC0004040954,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036811,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004037539,sap : hbt : application module issue : sourcing,SAP App Sourcing Run (NTT Data),,34,SAP : HBT : Application or Module issue : Sourcing, sap hbt application module issue sourcing
INC0004040688,"order managementa , medium , <<pmt>> , h374588",SAP App Order Mgmt Run (NTT Data),,28,"ORDER MANAGEMENTA , MEDIUM , <<PMT>> , H374588", order managementa medium pmt h3 4588
INC0004036612,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035296,sap ( brp):sourcing - e508059,SAP App Sourcing Run (NTT Data),,34,SAP ( BRP):SOURCING - E508059, sap brp sourcing e50805
INC0004040738,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004040360,sap : pmt : pmt sap application : order management,SAP App FICO Run (NTT Data),Invoice Issues,21,SAP : PMT : PMT SAP Application : Order Management, sap pmt pmt sap application order management
INC0004038839,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004038917,job erp-c-hcc-bas-sap-reorg-tsp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-REORG-TSP FAILURE Code 5 , job erp c hcc bas sap reorg tsp failure code nembor
INC0004039398,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004035287,job brp-c-cpsrpna01030hmx2 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSRPNA01030HMX2 FAILURE Code 1 , job brp c cpsrpna01030hmx2 failure code nembor
INC0004040313,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004035776,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004036273,job erp-c-cga-fi-zfi-f110s #nembor#a-t-usd-m failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-F110S-193A-T-USD-M FAILURE Code 2 , job erp c cga fi zfi f110s nembor a t usd m failure code nembor
INC0004036283,"human resourcea , low , <<hbt>> , e837286",SAP App HR Run (NTT Data),Timesheet Issue,25,"HUMAN RESOURCEA , LOW , <<HBT>> , E837286", human resourcea low hbt e83 286
INC0004037382,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004035576,sap : extend vs4480 intercompany customer plant #nembor#,SAP App Order Mgmt Run (NTT Data),,28,SAP : extend VS4480 as intercompany customer for plant 4753, sap extend vs4480 intercompany customer plant nembor
INC0004040960,"sap: issue: - phx timekeeping, please below. twb fixed hours",SAP App TLC Time Admin (US),,36,"Sap: Issue: - PHX Timekeeping,  Please below.  In TWB I have fixed the hours ", sap issue phx timekeeping please below twb fixed hours
INC0004035882,sap : pmt : hps - sap application : project systems,SAP App PS Project Systems Run (NTT Data),Timesheet Issue,29,SAP : PMT : HPS - SAP Application : Project Systems, sap pmt hps sap application project systems
INC0004039997,sap : unable fill new employee timesheet,SAP App HR Run (NTT Data),Timesheet Issue,25,SAP : Unable to fill new employee timesheet, sap unable fill new employee timesheet
INC0004039773,job erp-c-cga-zfi-ivalua-pts-invoice alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-ZFI-IVALUA-PTS-INVOICE ALARM  MAXRUNALARM Code  , job erp c cga zfi ivalua pts invoice alarm maxrunalarm code
INC0004038296,sap : aero : application module issue : apo,SAP App APO Manufacturing Run (NTT Data),CVC Creation Request,11,SAP : AERO : Application or Module issue : APO, sap aero application module issue apo
INC0004036852,sap : [external] fw: ab&r: invoice # service work spreadsheet,SAP App Sourcing Run (NTT Data),,34,SAP : [External] FW: AB&R: Invoice # Service Work Spreadsheet, sap external fw ab r invoice service work spreadsheet
INC0004038619,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040732,"supply chaina , low , <<sps>> , h192727",SAP App Logistics Run (NTT Data),,26,"SUPPLY CHAINA , LOW , <<SPS>> , H192727", supply chaina low sps h1 2 2
INC0004040031,sap : reactive quote booking *issue*,SAP App Order Mgmt Run (NTT Data),Account Activation/Enabling Request,28,SAP : Reactive Quote Booking *ISSUE*, sap reactive quote booking issue
INC0004036390,corp/erp/prod: reactivation: sap : corp : access security issue : corp - erp,SAP Security (TCS),Access Request,42,CORP/ERP/PROD: Reactivation: SAP : CORP : Access or Security Issue : Corp  - ERP, corp erp prod reactivation sap corp access security issue corp erp
INC0004039872,job brp-c-cpsfina0000mufginv12 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFINA0000MUFGINV12 FAILURE Code 1 , job brp c cpsfina0000mufginv12 failure code nembor
INC0004040518,sap : sps : sap brp application : manufacturing/ planning & scheduling,SAP Basis Support (Hon),,38,SAP : SPS : SAP BRP Application : Manufacturing/ Planning & Scheduling, sap sps sap brp application manufacturing planning scheduling
INC0004035943,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004039264,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037745,"supply chain , medium,aero,e008308",SAP App Logistics Run (NTT Data),,26,"SUPPLY CHAIN , MEDIUM,AERO,E008308", supply chain medium aero e008308
INC0004035550,"supply chaina , medium , <<hbt>> , e534644",SAP App Logistics Run (NTT Data),,26,"SUPPLY CHAINA , MEDIUM , <<HBT>> , E534644", supply chaina medium hbt e534644
INC0004041063,citi import gds payment -xml file additional field add highlighted screen shot #nembor#(/.ben_mail_id_lne #nembor#=|{a1} line need deleted,SAP App Configuration (NTT Data),XML File Request,19,CITI Import GDS payment  -XML file the additional field has been add as highlighted in screen shot 2(/.BEN_MAIL_ID_LNE_1=|{A1} line need to be deleted, citi import gds payment xml file additional field add highlighted screen shot nembor ben mail id lne nembor a1 line need deleted
INC0004037837,intgplbs issue invalid supervisor.,IGS Oracle Support,,7,INTGPLBS Issue with invalid supervisor., intgplbs issue invalid supervisor
INC0004038906,job erp-c-cga-fi-zfi-bcm-status-aero alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO ALARM  MAXRUNALARM Code  , job erp c cga fi zfi bcm status aero alarm maxrunalarm code
INC0004038848,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004035846,job urp_c-payroll #nembor# #nembor# failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB URP_C-PAYROLL-2000-2 FAILURE Code 2 , job urp c payroll nembor nembor failure code nembor
INC0004039364,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004041395,job erp-c-cga-fi-zfir-ival-payment-info failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFIR-IVAL-PAYMENT-INFO FAILURE Code 2 , job erp c cga fi zfir ival payment info failure code nembor
INC0004038131,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037025,aero : analytics : servigistics : application issue,SAP App SVG Run (NTT Data),Blocked Orders Auto Released By FPA,32,AERO : Analytics : SERVIGISTICS  : Application Issue, aero analytics servigistics application issue
INC0004038598,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
INC0004036601,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004037404,"market , medium,aero,e558028",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,E558028", market medium aero e558028
INC0004040893,"technicala , medium , <<hbt>> , h392987",Service Desk (APAC:GBL),,44,"TECHNICALA , MEDIUM , <<HBT>> , H392987", technicala medium hbt h3 2 8
INC0004040872,sap : hbt : application module issue : finance,SAP App FICO Run (NTT Data),,21,SAP : HBT : Application or Module issue : Finance, sap hbt application module issue finance
INC0004041257,job brp-c-cpsfina00fagll03pc01 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFINA00FAGLL03PC01 FAILURE Code 1001 , job brp c cpsfina00fagll03pc01 failure code nembor
INC0004037332,job brp-c-cpsrdem04850hellt231 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSRDEM04850HELLT231 FAILURE Code 1 , job brp c cpsrdem04850hellt231 failure code nembor
INC0004037960,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004040091,invoice can' sent account,SAP App Order Mgmt Run (NTT Data),Invoice Issues,28,invoice can' t be sent to account, invoice can sent account
INC0004037809,job brp-c-cpsfiem00000fxecb1 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFIEM00000FXECB1 FAILURE Code 1 , job brp c cpsfiem00000fxecb1 failure code nembor
INC0004036241,"order managementp , medium,pmt,h102185",SAP App Order Mgmt Run (NTT Data),,28,"ORDER MANAGEMENTP , MEDIUM,PMT,H102185", order managementp medium pmt h102185
INC0004039744,compass po amount issue po#a000665941,SAP App Sourcing Run (NTT Data),,34,Compass PO amount issue PO#A000665941, compass po amount issue po a000665 41
INC0004039034,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037880,sap : aero : application module issue : aftermarket / customer service,SAP App Order Mgmt Run (NTT Data),Missing Materials,28,SAP : AERO : Application or Module issue : Aftermarket / Customer Service, sap aero application module issue aftermarket customer service
INC0004035187,hra applicant & candidate report issue #nembor# #nembor# #nembor#,Analytics OBIEE Run (NTT Data),,1,HRA Applicant & Candidate Report issue_01_09_2020, hra applicant candidate report issue nembor nembor nembor
INC0004036941,job bwp-c-cpsbiap010801 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIAP010801 FAILURE Code 1 , job bwp c cpsbiap010801 failure code nembor
INC0004037691,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037299,"manufacturing , medium,aero,e830553",SAP App Manufacturing Run (NTT Data),,27,"MANUFACTURING , MEDIUM,AERO,E830553", manufacturing medium aero e830553
INC0004038351,job aup-ci-c-fscm-d #nembor#-uopapac failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB AUP-CI-C-FSCM-D-900-UOPAPAC FAILURE Code 2 , job aup ci c fscm d nembor uopapac failure code nembor
INC0004038562,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040940,sap : hbt : application module issue : sourcing,SAP App Sourcing Run (NTT Data),Missing Materials,34,SAP : HBT : Application or Module issue : Sourcing, sap hbt application module issue sourcing
INC0004039184,job bwp-c-cpsbiem048401 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIEM048401 FAILURE Code 1 , job bwp c cpsbiem048401 failure code nembor
INC0004037128,"customer servicea , medium , <<sps>> , h255542",SAP App FICO Run (NTT Data),,21,"CUSTOMER SERVICEA , MEDIUM , <<SPS>> , H255542", customer servicea medium sps h255542
INC0004037540,sap : aero : application module issue : sourcing,SAP App Sourcing Run (NTT Data),,34,SAP : AERO : Application or Module issue : Sourcing, sap aero application module issue sourcing
INC0004035628,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040524,"project systemsc , medium,corp,h388488",SAP App PS Project Systems Run (NTT Data),,29,"PROJECT SYSTEMSC , MEDIUM,CORP,H388488", project systemsc medium corp h388488
INC0004040236,sap-zmil request* #nembor#,SAP App Sourcing Run (NTT Data),,34,SAP-ZMIL REQUEST**1099764 , sap zmil request nembor
INC0004040982,"order managementa , medium , <<hbt>> , h304944",SAP App Sourcing Run (NTT Data),,34,"ORDER MANAGEMENTA , MEDIUM , <<HBT>> , H304944", order managementa medium hbt h304 44
INC0004039328,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004037553,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004037974,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038166,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037468,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036554,"9000160510 //elster// prod//order managementc11 , medium, elster, h322635",SAP Security (TCS),Phone Setup For New User,42,"9000160510  //ELSTER// prod//ORDER MANAGEMENTC11 , MEDIUM,          ELSTER,          H322635", 000160510 elster prod order managementc11 medium elster h322635
INC0004041203,job bwp-c-cpsbiap031101 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIAP031101 FAILURE Code 1 , job bwp c cpsbiap031101 failure code nembor
INC0004036043,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038021,"market , medium,aero,h398204",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,H398204", market medium aero h3 8204
INC0004036705,grc #nembor# :legacy/p11/prod: access: sap : pmt : access security issue : elster emea p11,SAP Security (TCS),Access Request,42,GRC:9000159828 :Legacy/P11/PROD: Access: SAP : PMT : Access or Security Issue : Elster EMEA P11, grc nembor legacy p11 prod access sap pmt access security issue elster emea p11
INC0004040949,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004040335,job erp-c-cga-fi-zfi-bcm-status-pmt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-PMT FAILURE Code 2 , job erp c cga fi zfi bcm status pmt failure code nembor
INC0004037746,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004040895,sap : pmt : elster p11 sap application : sales,SAP App Order Mgmt Run (NTT Data),,28,SAP : PMT : Elster P11 SAP Application : Sales, sap pmt elster p11 sap application sales
INC0004041330,pmt : analytics : sap bw - pmt : application issue,Analytics SAPBW Run (NTT Data),,2,PMT : Analytics : SAP BW - PMT  : Application Issue, pmt analytics sap bw pmt application issue
INC0004040352,"market , medium,aero,h211796",SAP App CS Run (NTT Data),Unable To Induct Part,18,"AFTER MARKET , MEDIUM,AERO,H211796", market medium aero h211 6
INC0004040248,sap : pmt : elster p11 sap application : inventory / warehousing,SAP App Logistics Run (NTT Data),,26,SAP : PMT : Elster P11 SAP Application : Inventory / Warehousing, sap pmt elster p11 sap application inventory warehousing
INC0004036397,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035884,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035070,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004041374,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004040721,sap : pmt : elster p11 sap application : sales,SAP App Order Mgmt Run (NTT Data),,28,SAP : PMT : Elster P11 SAP Application : Sales, sap pmt elster p11 sap application sales
INC0004037922,pmt : analytics : sap hana - hps : application issue,Analytics SAPHANA Run (NTT Data),,3,PMT : Analytics : SAP HANA - HPS  : Application Issue, pmt analytics sap hana hps application issue
INC0004039493,analytics :pmt batch failure,Analytics Batch Run (NTT Data),,0,Analytics :PMT BATCH Failure  , analytics pmt batch failure
INC0004041380,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004039985,sap : hbt : application module issue : logistics,SAP App Logistics Run (NTT Data),,26,SAP : HBT : Application or Module issue : Logistics, sap hbt application module issue logistics
INC0004037816,hbt : analytics : batch job failure : application issue,Analytics Batch Run (NTT Data),,0,HBT : Analytics : BATCH JOB FAILURE  : Application Issue, hbt analytics batch job failure application issue
INC0004037298,"manufacturing , medium,aero,h176632",SAP App Manufacturing Run (NTT Data),,27,"MANUFACTURING , MEDIUM,AERO,H176632", manufacturing medium aero h1 6632
INC0004039383,job brp-c-cpsfina0000f110sua25 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFINA0000F110SUA25 FAILURE Code 1 , job brp c cpsfina0000f110sua25 failure code nembor
INC0004036169,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039841,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035278,"supply chaina , medium , <<hbt>> , h383654",SAP App Sourcing Run (NTT Data),,34,"SUPPLY CHAINA , MEDIUM , <<HBT>> , H383654", supply chaina medium hbt h383654
INC0004034964,job cancelled-please create sev #nembor# ticket,SAP App Batch Run - AERO (NTT Data),Job Cancelled,12,Job Cancelled-Please Create SEV-2 Ticket  , job cancelled please create sev nembor ticket
INC0004040750,sap: r #nembor# / zap #nembor#/ error creating pr,SAP App PS Project Systems Run (NTT Data),,29,SAP: R#00307295 / ZAP-000161/ error when creating a PR, sap r nembor zap nembor error creating pr
INC0004039146,sap : pmt : pmt sap application : manufacturing/ planning & scheduling,SAP App Sourcing Run (NTT Data),,34,SAP : PMT : PMT SAP Application : Manufacturing/ Planning & Scheduling, sap pmt pmt sap application manufacturing planning scheduling
